"DST_RSK_DSTRCT_MNG_NO","DST_RSK_DSTRCT_NM","DST_RSK_DSTRCT_GRD_CD","DST_RSK_DSTRCT_TYPE_CD","DST_RSK_DSTRCTCD","DST_RSK_DSTRCT_RGN_CD","DST_RSK_DSTRCT_HONU","MAO_CD","MAOF_NM","FCLT_NM","FCLTY_GRD_CD","FCLTY_GRD_NM","DST_WASY_CD","WASY_NM","DSGN_YMD","DSGN_RSN","RMV_YMD","RMV_RSN","DAM_INTV","DAM_DAY_RNFL","DAM_HR_RNFL","RSK_FACTR_CN","PRPL_MTTR_CD","WRTR_NM","WRTR_OGDP_JBGD_CN","IDFR_NM","IDFR_OGDP_JBGD_CN","FCLT_MNG_INST_NM","FCLT_MNG_INST_TELNO","MNG_REPE_NM","MNG_RBPRSN_OGDP_JBGD_CN","MNG_RBPRSN_OFC_TELNO","MNG_RBPRSN_HOME_TELNO","MNG_RBPRSN_MBL_TELNO","MNG_CTZN_NM","MNG_CTZN_JBGD_NM","MNG_CTZN_OFC_TELNO","MNG_CTZN_HOME_TELNO","MNG_CTZN_MBL_TELNO","COPL_RMRK","LAST_MDFCN_DT","LAST_MDFR_ID","APLY_YN","DSGN_AREA","APLY_YR","APLY_YMD","CNSLTN_YMD","IDNTY_YMD","RSLT_NTFCTN_YMD","DSGN_YR","ANCMNT_YMD","MPL_IDFR_NM","RSLT_SPTR","MPL_IDFR_CN","HAB_NOHO","HAB_NOPE_CNT","BSC_PLAN_NM","FNDG_YMD","ACT_LMT_MUOR_SPTR","ENCT_YMD","DCSD_CNT","INJPSN_CNT","DAM_HSTRY_IDX","CST_BNTS_VL","PLCY_VL","CNTNC_VL","PREP_VL","BSC_PLAN_YN","MTN_ADDR_YN","MNLNO","SUBLOTNO","DADDR","ROAD_NM_CD","RONA_DADDR","STDG_CD","USE_YN","RSTR_PLAN_VER_VL","FCLT_SE_CD","FCLT_GRD_CD","ATCH_FILE_ID_1","ATCH_FILE_ID_2","ATCH_FILE_ID_3","ATCH_FILE_ID_4","ATCH_FILE_ID_5","LINK_STTS","LINK_PRCS_TYPE","LINK_PRCS_HR","LINK_MSG_ID","LINKLOG","LINK_TRNS_ID","MAO_CD_BKUP","TMPR_COL_BKUP","STDG_CD_BKUP"
"427302008006","정금재해위험지구","2","001","침수위험","5173031000","null","001","행정안전부","전천","013","지방2급하천","1","한강","20080604","침수발생","20130527","정비사업 완료 및 위험요인 해소","5","335","35","전천의 통수단면 부족 및 제방고(H=2.2m부족)가 낮아 집중호우 시 범람 위험","4","한상윤","건설방재과 시설6급","남길현","건설방재과 시설5급","횡성군 건설방재과","033-340-2494","차봉기","건설방재과 시설7급","033-340-2494","033-735-7907","016-343-6838","유승희","정금1리장","033-342-2611","null","011-364-2611","null","2014/05/27 13:46:00.000000000","4273003001","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","849","27"," ","null"," [지점번호:라사53214499]","5173031025","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","001","4273031000","4273031025"
"427302012007","옥계재해위험지구","1","001","침수위험","5173037000","null","001","행정안전부","이리천","013","지방2급하천","1","한강","20120322","침수발생","20160314","null","10","310","35","마을이 이리천 홍수위보다 낮은 저지대로 이리천 수위상승시 내수배제 불가
 이리천 통수단면 부족 및 제방고가 홍수위보다 낮아 집중호우시 범람 위험","4","고정태","안전건설과 시설6급","이태우","안전건설과시설5급","횡성군","033-340-2857","윤희석","안전건설과 시설7급","033-340-2857","null","010-8891-2660","김충실","옥계2리장","null","null","011-9938-4859","null","2016/03/18 11:22:38.000000000","sun1988613","null","0","null","20151103","null","null","null","null","null","null","null","null","0","0"," ","null","00","null","0","0","0","0","null","null","null","N","0","595","null"," ","null","강원도 횡성군 서원면 옥계사일길  8    ","5173037023","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","035","4273037000","4273037023"
"427302013008","청곡재해위험지구","3","005","유실위험","5173036000","null","001","행정안전부","청곡교","002","지방도","null","null","20130220","집중호우시 유실위험","20160314","null","0","0","0","청곡교 통수단면 부족에따른 제방월류및교량유실위험","4","고정태","안전건설과 시설6급","이태우","안전건설과 시설5급","강원도도로관리사업소","737-6815","윤희석","안전건설과 시설7급","340-2494","null","01087953796","김기수","청곡리장","342-3319","null","010-5361-3318","null","2016/03/18 11:22:25.000000000","sun1988613","null","0","null","20151103","null","null","null","null","null","null","null","null","0","0"," ","null","00","null","0","0","0","0","null","null","null","N","0","161","1"," ","null"," [지점번호:라사42115108]","5173036027","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","035","4273036000","4273036027"
"427302013009","수네뜰","3","003","취약방재","5173034000","null","005","국토교통부","대관대천","013","지방2급하천","1","한강","19960615","미개수 하천으로 외수침수발생","20030113","정비사업 완료","null","null","null","해소","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2013/06/14 16:31:23.000000000","4273003001","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","475","null"," ","null"," [지점번호:라사46735076]","5173034033","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","005","4273034000","4273034033"
"427302013010","유동","3","003","취약방재","5173035000","null","005","국토교통부","유동천","013","지방2급하천","1","한강","19960615","미개수 하천으로 외수침수","20010710","정비사업완료","null","null","null","해소","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2013/06/14 16:32:01.000000000","4273003001","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","1456","null"," ","null"," [지점번호:라사56755342]","5173035024","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","005","4273035000","4273035024"
"427302013011","유평","3","003","취약방재","5173035000","null","005","국토교통부","계천","013","지방2급하천","1","한강","19960615","미개수 하천으로 침수피해 발생","20001210","정비사업 완료","null","null","null","해소","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2013/04/11 13:59:43.000000000","4273003001","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","752","null"," ","null"," [지점번호:라사55885184]","5173035026","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","005","4273035000","4273035026"
"427302013012","교항","2","001","침수위험","5173025000","null","005","국토교통부","전천","013","지방2급하천","1","한강","19960615","내외수 침수 발생","20080828","정비완료","null","null","null","해소","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2013/06/14 16:32:51.000000000","4273003001","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","207","7"," ","null"," ","5173025035","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","005","4273025000","4273025035"
"111102012004","신영동","2","002","사면의붕괴","1111000000","null","null","null","급경사지","050","기타","19","기타","20120517","사면의 붕괴위험","null","null","0","0","0","신영동142-1일대 사면직하부(45~55º)에 무허가건물 7동 위치 재해발생시 인명 및 재산 피해우려","3","이윤재","재난안전과 토목 8급","강호성","재난안전과장","재난안전과","2148-3012","이윤재","재난안전과 토목 8급","2148-3012","null","null","조옥분","부암동 통장","null","null","null","null","2023/04/28 17:26:25.000000000","n22010422972","0","32278","2012","20150908","null","null","null","null","null","null","null","null","7","12","null","null","00","null","0","0","0","0","null","null","null","N","0","142","1","null","null","서울특별시 종로구  세검정로6나길  44   (신영동)","1111018600","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_230428173510013010_29946","035","1111055000","1111018600"
"262002013002","남항지구","2","001","null","2620053000","일원","001","행정안전부","남항지구","010","지방관리","19","기타","20131113","상습침수발생","null","null","1","250","30","만조시 해수면의 높이가 지반고보다 높아 내수배제 불량","4","이승준","도시안전과 8급","이근호","도시안전과 5급","영도구청 건설과","419-4676","강창훈","건설과 8급","419-4676","null","010-3038-2883","김종선","9통통장","null","null","010-3864-3151","null","2021/05/21 14:04:39.000000000","n20020359510","0","70511","2013","20131113","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","17","null","일원","null"," [지점번호:마라39967801]","2620010600","N","null","null","null","262002013002","262002013002","262002013002","262002013002","null","P","I","null","null","null","IF_MPS_MPSS_010_210521141010002010_34576","035","2620053000","2620010600"
"111702011002","한강로지구","1","001","도로","1117000000","한강대교북단~남영역","null","null","도로","003","시도","1","한강","20110308","내수침수","20200903","지정 해제","0","295","0","내수침수","4","null","null","null","null","용산구 치수과","02-2199-7900","김봉성","용산구 치수과 시설8급","02-2199-7905","null","010-3080-8418","null","null","null","null","null","null","2022/11/22 09:55:03.000000000","n22010422972","0","180491","2011","20110308","null","null","null","null","null","null","null","null","8539","16454","한강로 자연재해위험 지구","20110308","00","null","0","0","0","0","null","null","null","Y","0","43","1","한강대교북단~남영역","null"," [지점번호:다사52674748]","1117012800","Y","null","null","null","111702011002","111702011002","111702011002","111702011002","null","P","I","null","null","null","IF_MPS_MPSS_010_221122100010005010_31786","001","1117062000","1117012800"
"114702011003","신월신정동지구","1","001","침수","1147000000","146","null","null","배수시설","002","지방도","1","한강","20110425","내수침수에 의한 지정","20221229","null","0","0","0","내수침수","4","안대성","8급","송석원","7급","양천구청 치수과","02-2620-3674","송석원","7급","null","null","null","null","null","null","null","null","null","2023/03/16 17:04:21.000000000","n22010422972","0","162113","2011","null","null","null","null","null","null","null","null","null","null","null","null","20110425","null","null","null","null","null","null","null","null","null","null","0","146","null","146","null","null","1147010300","N","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_230316171010004010_24304","035","1147056000","1147010300"
"113801998001","녹번1","3","002","붕괴","1138051000","녹번동 21-134","005","국토교통부","낙석위험절개지","040","국립공원","1","한강","19961114","구 채석장 절개지 낙석위험","20020710","위험요인제거 공사 완료","0","0","0","-기반암의 절리가 발달되어 있고 단층과 균열 있음-사면에 돌출여굴부가 있고 요철이 심하여 부분 누수-암석 슬라이딩 및 낙석위험","4","송지영","건축과","서창기","하수과장","null","null","송지영","은평구청 건축과","350-1392","null","null","황금동","null","null","384-5467","null","null","2016/07/28 11:17:00.000000000","n16050178641","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","005","1138051000","null"
"113801998002","녹번2","3","002","붕괴","1138051000","4-350 외 3필지","005","국토교통부","낙석위험 절개지","040","국립공원","1","한강","19961114","구채석장 절개지 낙석위험","20031126","위험요인제거 공사완료","0","0","0","-기반암이 일부 절리되고 단층과 균열 있음-사면상에 돌출부 균열로 암석 슬라이딩 및 낙석 우려","4","송지영","건축과","서창기","하수과장","null","null","송지영","은평구청 건축과","350-1372","null","null","김 수","null","null","359-2540","null","null","null","11380008","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"," ","null"," ","null","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_240130133510001010_68628","005","1138051000","null"
"116502011001","방배사당지구","1","001","null","1165000000","null","null","null","사당천","012","지방1급하천","1","한강","20110217","내수침수
현재 방배 2,4배수분구 유역이 사당천 하류부에 유입","null","null","null","null","null","침수위험","3","김기영","재난치수과 7급","정종규","재난치수과장 5급","서초구청 물관리과","02-2155-7138","반승진","방배2동","02-2155-7781","null","010-8756-5566","고영순","방배2동","null","null","010-4775-7416","null","2022/12/05 22:04:59.000000000","n22010422972","0","26000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","493","2","null","null"," [지점번호:다사54244249]","1165010100","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_221205221010002010_68251","035","1165053000","1165010100"
"116502011002","서초지구","1","001","null","1165000000","null","null","null","저류조","002","지방도","-1","null","20060310","침수위험(주변 고지 배수로의 용량부족 및 간선하수도의 용량부족)","null","null","3","99","40","침수위험","3","김기영","재난치수과 7급","이은상","재난치수과장 5급","서초구청 물관리과","02-2155-7138","박성범","물관리과 7급","02-2155-7437","null","null","심숙자","서초2동","null","null","011-9968-9168","null","2022/12/05 22:05:44.000000000","n22010422972","0","45000","2006","20060316","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","1327","null","null","null","null","1165010800","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_221205221510002010_26126","035","1165051000","1165010800"
"116502011003","우면산지구","1","002","산사태","1165000000","null","null","null","우면산자연재해위험지구","016","사유림","-1","null","20111006","산사태로 인한 인명피해 우려","null","null","null","null","null","산사태","3","null","null","이은상","시설5급","서초구청","2155-7120","김기영","시설7급","null","null","null","null","null","null","null","null","null","2023/03/04 14:40:54.000000000","n22010422972","0","4126000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","1","1","null","null","서울특별시 서초구  사평대로6길  102   (방배동)","1165010100","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_230304145010002010_24657","004","1165053000","1165010100"
"116502013004","말죽거리소공원","3","002","null","1165065100","null","004","산림청","말죽거리소공원자연재해위험지구","016","사유림","19","기타","20130207","산사태위험","null","null","null","null","null","산사태","1","김선만","시설7급","이재호","시설5급","서초구청","2155-7103","이민정","녹지8급","null","null","null","null","null","null","null","null","null","2013/06/11 16:07:29.000000000","1165009001","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","17","7"," ","null"," [지점번호:다사59054251]","1165010200","N","null","null","null","null","null","null","null","null","N","I","null","null","null","null","004","1165065100","1165010200"
"116502014005","말죽거리근린공원","1","002","null","1165000000","일대","null","null","말죽거리근린공원 자연재해위험지구","016","사유림","-1","null","20120102","붕괴로 인한 인명피해","null","null","null","null","null","붕괴위험","3","김기영","재난치수과 시설7급","이은상","재난치수과 시설5급","null","null","김보영","공원녹지과","null","null","null","null","null","null","null","null","null","2023/03/04 14:41:08.000000000","n22010422972","0","258000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","23","16","일대","null","null","1165010200","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_230304145010002010_24657","035","1165065100","1165010200"
"115001998003","공항","2","001","공사완료","1150000000","1120번지","null","null","공항빗물펌프장","010","지방관리","1","한강","19981109","공항배수로의 단면적부족으로  저지대주택가및 농경지 침수","20060302","공항 빗물펌프장 시설보강","5","200","40","- 공항동1120번지 일대가 공항배수로(마곡 농수로)의 수로폭이 7~20m)로 단면적부족으로 집중호우시 내수침수피해발생-공항배수로 정비","4","이대구","하 수 과","김길영","하수과장","null","null","김민석","강서구청 하수과 토목9급","2600-6415","02-6091-4317","010-2726-4317","명부식","공항동1107(25통장)","02-2664-6250","null","011-9074-6250","null","2022/10/25 09:30:40.000000000","n17020258195","0","5000000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","1120","null","null","null","null","1150010800","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_221025094010000010_25301","001","1150062000","null"
"115001998004","방화","2","001","공사완료","1150000000","616","null","null","내수침수(굴포천)","010","지방관리","1","한강","19981109","농수로내 토사퇴적및 간선하수도 용량족으로 집중호우시 도로및 건물지하실침수","20060302","방화 빗물펌프장 시설","3","200","40","- 농수로 토사퇴적 및 하수 단면부족으로 호우시 침수피해가 발생. 굴포천과 연계된 하수도시설은 정비를  완료 했으나 굴포천 계획홍수위와 하수관거의 표고차이가없어 홍수시 하수불량","4","이대구","하 수 과","김길영","하수과장","null","null","김민석","강서구청 하수과 토목9급","2600-6415","02-6091-4317","010-2726-4317","우순남","방화동645-32(5통장)","02-2664-9983","null","null","null","2022/10/25 09:31:34.000000000","n17020258195","0","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","616","null","null","null","null","1150010900","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_221025094010000010_25301","001","1150064000","null"
"115002006001","개화지구","3","001","null","1150000000","null","null","null","굴포천","012","지방1급하천","1","한강","20060302","수해 발생 우려 지역이나 농지가 대부분으로 미착수","null","고시실효","5","200","0"," - 배수로 주변 저지대(EL.6.6m) 및 높은 외수위(굴포천)로 인한 수면경사 형성 불가능
 - 배수로의 자연유하시 단면 부족에 의한 홍수위 상승(역사이펀 배수)","3","안종현","강서구 물관리과","이상훈","강서구 물관리과장","강서구청 치수과","02-2600-6955","안종현","강서구 물관리과","2600-6952","null","010-9878-2963","김광근","방화2동 동대표","null","null","010-8887-5578","null","2022/12/05 22:04:12.000000000","n22010422972","0","850000","null","20151029","null","null","null","null","null","null","null","null","0","0","null","null","00","null","0","0","0","0","null","null","null","N","0","600","1","600-1 일원","null","600-1 일원","1150011000","Y","null","null","null","115002006001","null","115002006001","null","null","P","I","null","null","null","IF_MPS_MPSS_010_221205221010002010_68251","035","1150064000","null"
"115002011005","화곡1지구","1","001","null","1150000000","화곡동 1106-1 일원","null","null","한강","011","국가하천","1","한강","20110418","인명피해 발생우려가 매우 높은 지역","null","진행중","1","96","221","- 봉제산 및 우장산 빗물이 화곡로 및 까치산길의 하수암거에 일시에 유입되어 강서구청 사거리에서 병목현상 발생 배수능력 부족에 따른 침수피해 발생","3","안종현","물관리과 시설7급","이상훈","물관리과 과장","강서구청 물관리과","02-2600-6955","기성주","물관리과 시설8급","02-2600-6419","null","010-6405-9301","구본상","자율방재단 동대표","null","null","010-5518-0381","null","2022/12/05 22:03:37.000000000","n22010422972","0","110720","2011","20151029","null","null","null","null","null","null","null","null","63038","161796","null","null","00","null","0","0","0","0","null","null","null","N","0","1106","1","화곡동 1106-1 일원","null"," [지점번호:다사42805086]","1150010300","Y","null","null","null","115002011005","115002011005","115002011005","115002011005","115002011005","P","I","null","null","null","IF_MPS_MPSS_010_221205221010002010_68251","035","1150054000","1150010300"
"115002011006","화곡2지구","1","001","null","1150000000","화곡동 949-4 일원","null","null","안양천","011","국가하천","1","한강","20110418","인명피해 발생우려가 매우 높은 지역","20230104","null","1","96","221","- 배다리길 저지수로의 북측으로 우장산 및 봉제산이 위치하고, 남측으로 경인고속도로가 우치하여 배다리길을 중심으로 띠형태의 상대적 저지대 형성(우수 유출수의 집중)","4","기성주","물관리과 시설8급","이상훈","물관리과 과장","강서구청 물관리과","02-2600-6955","안종현","물관리과 시설7급","02-2600-6419","null","010-9878-2963","육근철","자율방재단 화곡1","null","null","010-3782-3491","null","2023/01/04 13:27:31.000000000","n22010422972","0","96667","null","20151029","null","null","null","null","null","null","null","null","0","0","null","null","00","null","0","0","0","0","null","null","null","N","0","949","4","화곡동 949-4 일원","null"," [지점번호:다사42834796]","1150010300","Y","null","null","null","115002011006","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_230104133510006010_98210","035","1150054000","1150010300"
"261402010024","암남(진정산)지구","2","002","null","2614068000","null","004","산림청","진정산 일원","010","지방관리","null","null","20100407","암반사면 붕괴위험","20170116","정비완료(2016.8월)   ","null","null","null","- 낙석 발생, 산사태","4","박성석","안전총괄과","박성석","안전총괄과","경제진흥과","051-240-4541","김미송 ","경제진흥과","051-240-4541","null","010-6610-1069","권정범","암남동 12통장","253-4209","null","019-667-4209","null","2017/03/02 12:25:33.000000000","n16070197894","0","654","null","20151110","null","null","null","null","null","null","null","null","0","0","null","null","00","null","0","0","0","0","null","null","null","N","1","107","1","null","null"," [지점번호:마라37737577]","2614012400","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","004","2614068000","2614012400"
"261402013025","남부민지구","3","002","급경사 암반","2614065000","남부민초등학교 일원","001","행정안전부","남부민초등학교 뒤 언덕붕괴 위험지구","010","지방관리","null","null","19991026","암반균열 발생","20091202","정비사업 완료에 따른 지구 해제","null","null","null","암반 풍화 및 우오수 유입","4","박경민","재난안전과","전기웅","재난안전과","재난안전과","051-240-4652","박경민","재난안전과","051-240-4652","null","016-599-5044","null","null","null","null","null","null","2013/06/13 12:06:31.000000000","AAA0203","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","89","6","남부민초등학교 일원","null","부산광역시 서구  해돋이로114번길  18   (남부민동)","2614012300","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","035","2614065000","2614012300"
"262902010006","대연3동 송선마을","1","001","null","2629051000","null","001","행정안전부","대연소하천","010","지방관리","19","기타","20100325","침수발생에 따른 지정","20160719","정비사업 완료로 재해위험요인 해소","3","200","60","집중호우시 하천범람 및 내수불량으로 저지대 침수","4","이욱상","안전도시과 시설6급","윤명진","안전도시과 행정5급","부산광역시 남구","051-607-4655","이대희","대연3동 행정7급","051-607-4655","null","010-9538-5615","이희숙","대연3동 제16통장","null","null","010-5147-9960","null","2016/08/16 14:17:18.000000000","n16060183587","0","0","null","20151028","null","null","null","null","null","null","null","null","0","0","null","null","00","null","0","0","0","0","null","null","null","N","0","1022","null","null","null"," [지점번호:마라45598278]","2629010600","N","null","null","null","null","null","null","null","null","N","I","null","null","null","null","035","2629051000","2629010600"
"262302008001","범천1지구","1","001","null","2623052000","성서초등학교 일원","001","행정안전부","범천1지구","010","지방관리","19","기타","20080627","주위지형보다낮고 하수관거 통수능 부족","20111028","공사완료로 인한 침수위험 해소","5","250","50","하수관거 단면 부족으로 통수능이 저하되어 침수가 예상되므로 저지대로 집중되는 우수 침수깊이를 최소화 하기 위한 관거 단면 확대 실시","4","노기섭","도시안전과 시설8급","심재하","도시안전과장","도시안전과","051-605-4641","김대양","범천1동 기능10급","051-605-6947","051-291-8070","010-5488-6141","고권선","통장","051-646-6289","null","011-558-0752","null","2012/03/29 10:16:50.000000000","2623008001","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","851","6","성서초등학교 일원","null","부산광역시 부산진구  중앙번영로  25   (범천동)","2623010400","Y","null","null","null","null","null","null","null","null","N","I","null","null","null","null","035","2623052000","2623010400"
"427202011008","결운지구","1","001","null","5172025000","null","null","null","하천제방","010","지방관리","1","한강","20100608","집중호우시 하천범람
[2019.08.13] 2,629㎡ ⇒ 130,826㎡으로 면적변경고시","20210226","해제 절차 진행중(사업 완료로 인한 위험요소 해소)","0","0","0","집중호우시 하천범람","4","이윤노","건설방재과 방재8급","김종삼","건설방재과장","홍천군","033-430-2871","최진혁","건설방재과 시설7급","033-430-2871","null","01072413454","길용호","결운2리장","null","033-434-7563","010-5373-7563","null","2022/05/02 17:57:45.000000000","n16100219710","0","130826","2010","20100608","null","null","null","null","null","null","null","null","20","70","홍천군풍수해저감종합계획","20121012","02","20121108","0","0","0","0","null","null","null","Y","0","462","null","null","null"," [지점번호:라사37216861]","5172025027","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_220502180510004010_36555","005","4272025000","4272025027"
"427202011009","광원지구","1","004","null","5172039000","null","null","null","하천","013","지방2급하천","1","한강","20100608","집중호우시 하천범람","null","null","0","0","0","집중호우시 하천범람","1","김우섭","건설방재과 행정9급","김종삼","건설방재과장","홍천군","033-430-2871","박창한","건설방재과 시설7급","033-430-2871","null","01072413454","김진홍","광원2리장","null","033-435-6983","011-9918-2759","null","2022/05/02 17:57:40.000000000","n16100219710","0","60000","2010","20100608","null","null","null","null","null","null","null","null","1","3","홍천군 풍수해저감종합계획","20121012","02","20121108","0","0","0","0","10","5","0","Y","0","1680","null","null","null","강원도 홍천군 내면 가덕길  12-4   ","5172039022","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_220502180510004010_36555","038","4272039000","4272039022"
"427202011010","태학지구","2","001","null","5172025000","null","null","null","배수펌프장","050","기타","-1","null","20100608","외수범람 및 내수배제불량","20160315","null","0","0","0","외수범람 및 내수배제불량으로 저지대 침수","4","김우섭","건설방재과 행정9급","김종삼","건설방재과장","홍천군","033-430-2616","윤용탁","도시교통과 시설6급","033-430-2931","null","010-5364-1095","이춘근","태학리장","null","033-433-5096","010-5544-5096","null","2022/05/02 17:57:34.000000000","n16100219710","0","55000","2010","20150608","null","null","null","null","null","null","null","null","38","112","홍천군풍수해저감종합계획","20101012","02","20121108","0","0","0","0","null","null","null","Y","0","4","3","null","null","강원도 홍천군 홍천읍 홍천로  658-1   ","5172025028","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_220502180510004010_36555","038","4272025000","4272025028"
"427202011011","홍천103호선","3","002","null","5172000000","산81-1","null","null","도로사면","004","군도","-1","null","20100608","급경사 도로사면붕괴위험","null","null","0","0","0","급경사 도로사면붕괴위험","3","김우섭","건설방재과 행정9급","김종삼","건설방재과장","홍천군","430-2855","최진혁","시설7급","430-2855","null","010-6382-0948","한상철","덕치리장","null","033-436-6555","010-6665-6665","null","2023/04/25 16:26:29.000000000","n18110320277","0","9000","null","20100608","null","null","null","null","null","null","null","null","25","60","홍천군풍수해저감종합계획","20121012","02","20121108","0","0","0","0","0","0","0","Y","1","89","1","산81-1","null"," [지점번호:라사37596679]","5172035023","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_230425163510008010_62824","005","4272035000","4272035023"
"427202011012","군도17호선(두촌213호선)","3","002","null","5172000000","null","null","null","도로사면","051","농어촌도로","19","기타","20100608","급경사 도로사면 붕괴위험","null","null","0","0","0","급경사 도로사면 붕괴위험","3","배상두","재난안전과 행정8급","이주원","재난안전과장","홍천군","033-430-2913","김혜림","건설과 시설7급","033-430-2876","null","010-2369-5915","김형동","천현1리장","null","null","null","null","2023/10/11 17:10:49.000000000","n18110320277","0","16637","2010","20150608","null","null","null","null","null","null","null","null","15","48","홍천군 풍수해저감종합계획","20121012","02","20121108","0","0","0","0","0","0","0","Y","1","35","null","null","null"," [지점번호:라사47478441]","5172032023","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_231011172010004010_70500","005","4272032000","4272032023"
"427202011013","군도12호선","3","002","null","5172025000","null","null","null","도로사면","004","군도","-1","null","20100608","급경사 도로사면 붕괴위험","20180503","공사완료에 따른 위험요인 해소 ","0","0","0","급경사 도로사면 붕괴위험","4","지석환","건설방재과 행정7급","전영재","건설방재과장","홍천군","2855","최진혁","시설7급","033-430-2855","null","010-6382-0948","이춘근","태학리장 이춘근","null","033-433-5096","010-5544","5096","2022/05/02 17:57:19.000000000","n16100219710","0","5440","2010","20100608","null","null","null","null","null","null","null","null","30","64","홍천군풍수해저감종합계획","20121012","02","20121108","0","0","0","0","0","0","0","Y","1","267","2","null","null","null","5172025031","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_220502180510004010_36555","038","4272025000","4272025030"
"427202011014","서석215호","3","002","null","5172034000","null","null","null","도로사면","050","기타","-1","null","20100608","급경사 도로사면 붕괴위험","20180611","null","0","0","0","급경사 도로사면 붕괴위험","4","김우섭","건설방재과 행정9급","김만순","건설방재과장","홍천군","033-430-2913","김우섭","행정9급","033-430-2913","null","01074105218","오하선","수하2리장","null","033-433-4651","010-8630-4651","null","2022/05/02 17:57:07.000000000","n16100219710","0","2400","2010","20100608","null","null","null","null","null","null","null","null","15","54","홍천군풍수해저감종합계획","20121012","02","20121108","0","0","0","0","null","null","null","Y","1","180","3","null","null"," [지점번호:라사58307412]","5172034028","Y","null","null","null","null","null","null","null","null","P","I","null","null","null","IF_MPS_MPSS_010_220502180510004010_36555","038","4272034000","4272034028"
